line_no,news_id,source,title,old_decision,new_decision,new_category,new_risk_tier,changed,new_reason_codes
25301,5c04a30348a870da7bd17ae0c542097f,TASS,Фидан: Турция внимательно следит за ситуацией с безопасностью в Черном море,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
25501,c3c03a00e80099e2911157aae57456c7,TASS,В Прикубанском округе Краснодара восстановили электроснабжение,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
25502,b758613ed8f4f158b19bcb71a6e2d257,TASS,Фидан призвал к международной изоляции Израиля за агрессию в Газе,allow,allow,,green,False,primary:geopolitics
25516,b28b873ef76e1db88c8088fcffa0d4f6,TASS,В аэропорту Ярославля ввели ограничения,review,hard_block,airport,red,True,manual_airport_hard_block
25517,6b1ff5ab6255996ae898ec1bb94fa89a,TASS,Над регионами России за день сбили 360 украинских БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
25601,23f90f5ac3936b38233b7908db5baa0e,TASS,Bild: из ФРГ выслали около 400 россиян с февраля 2022 года,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
25701,1e30cb370b7a3b6157b3b56106ee5cbd,TASS,"Дмитриев: ЕС столкнулся с энергокризисом, который сам же и спровоцировал",allow,allow,,green,True,primary:labor_economy
25801,7a6302ba3d02ce589a4ecb40a998ae42,TASS,"""Шаляпин-фестиваль"" собрал свыше 1 тыс. человек",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
25901,a8d169838825639e99b2bd209a6ca4bb,TASS,DPA: в ФРГ прошла демонстрация против правительства Мерца,review,review,,yellow,False,unknown_topic
26101,6e4e8a6244ff7b6e7af31f9a599f57a3,TASS,В Петербурге при пожаре в доме эвакуировали 42 человека,review,hard_block,fire,red,True,manual_fire_hard_block
26102,4a5e87cfa74ca2d72bd4c0344eb802d0,TASS,В Южной Осетии почтили память военного летчика Владимира Едаменко,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
26103,53bcc81cf8b8cf19f77cba0787e3f285,TASS,В Нальчике сгорела кровля многоквартирного дома,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
26104,bc0f84858c55a93894abe1dacc94cfe8,TASS,Pravda: в Словакии на военном полигоне произошел пожар,review,hard_block,fire,red,True,manual_fire_hard_block
26105,cb28c9ace9c3d12ec0aece0be8efa668,TASS,Bloomberg: США добиваются выхода нефтяного магната из проектов в Венесуэле,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
26201,271efdd3e9852511331047a9f61e3023,TASS,Пострадавшим на Херсонщине фельдшеру и водителю оказали медпомощь,review,review,,yellow,False,unknown_topic
26402,e21a9689554f8fe0d6f5f96050e02d59,TASS,В аэропорту Лейпцига/Галле после инцидента с беспилотником усилили меры защиты,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
26501,cd2053ef4fd18f1b5d6f9704aa61646c,TASS,Депутат Колесник предложил Польше вернуть освобожденные Красной армией земли,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
26601,4c013239060065e980c7c1a1b69ea1c8,TASS,В Киеве 24-й день протестуют из-за отставки Федорова,review,review,,yellow,False,unknown_topic
26602,c2acb0781b5d7be3be7d85285ab31fbd,TASS,"ЦСКА впервые за 9 лет дома завершил нулевой ничьей матч РПЛ с ""Ростовом""",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
26801,da936591165829042be5bc2f28282d90,TASS,В Подольске произошел пожар в больнице,skip,hard_block,fire,red,True,manual_fire_hard_block
27001,f7fb932f1e7e93b73152fbaf9216b84d,TASS,"Фанаты белградской ""Црвены Звезды"" выступили против приезда Зеленского",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27002,a8a59f974b4393df7941ae7349dbafc3,TASS,На части набережных Москвы открыли движение после соревнований по триатлону,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27003,78599da577a1524697ded7895410b91a,TASS,Bild: АдГ продолжает уверенно лидировать в рейтинге партий ФРГ,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27004,8a10fb9b58ddaf45ec79115e4e4d3506,TASS,Фигуристка Дзепка заменит Костылеву на этапе юниорского Гран-при ISU в Китае,review,hard_block,SPORT_BLOCKED,red,True,manual_sport_hard_block
27005,b6739d439e4bc7b3a57a4440e62f517a,TASS,"NYT: у США осталось менее 1,7 тыс. ракет для Patriot из-за операции против Ирана",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27301,829ca4026a79bed8f58f0d75cd3199f8,TASS,В Тамбовской области объявили ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
27303,da795aa4b9282fee8ff63aff1b5dcef4,TASS,В Липецкой области объявили ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
27305,a833054664f6520f2bcfc711f9b24ee7,TASS,На Земле днем наблюдалась неожиданная слабая магнитная буря,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27315,3dacd3cf832f3745064328339eda29ab,TASS,В Сумах произошли взрывы,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
27401,3169239a301ac036e44f231c30ee7e4c,TASS,В Киеве снова объявили воздушную тревогу,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
27402,ea048596917373e8880524e5df19be65,TASS,"Al Hadath: в Ираке арестовали членов группировки, готовивших атаку на соседнюю страну",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27403,6a78412de7285caa41cc24b809b9791d,TASS,На участке Дуная в Болгарии уровень воды опустился до рекордно низкого,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27501,4c8e8edc9201e9944990b93145b93022,TASS,В Тверской области прошел заезд на 20 км в рамках многодневной велогонки,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27607,da795aa4b9282fee8ff63aff1b5dcef4,TASS,В Липецкой области объявляли ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
27609,a833054664f6520f2bcfc711f9b24ee7,TASS,На Земле днем наблюдалась слабая магнитная буря,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27701,4c3db1008fd63269336d6a7c661a4e36,TASS,В Киеве и Днепропетровске произошли взрывы,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
27702,d65b22a3e0c7e7fa3a148b7b35b16011,TASS,Аэропорт Домодедово обслуживает рейсы по согласованию,review,hard_block,airport,red,True,manual_airport_hard_block
27703,ced679088b0f7020928c22b0ebc1784f,TASS,В Махачкале при падении лифта пострадали четыре человека,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
27901,0f3f6b57239f5179c2856241ce8da509,TASS,Шнайдер обыграла Пегулу и вышла в четвертьфинал турнира WTA в Торонто,review,hard_block,SPORT_BLOCKED,red,True,sport_blocked
27902,8573b471e774e316867151c6213b1f9f,TASS,Пострадавших из-за пожара в больнице Подольска нет,review,hard_block,fire,red,True,manual_fire_hard_block
27910,829ca4026a79bed8f58f0d75cd3199f8,TASS,В Тамбовской области объявляли ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
28001,9faf3941adc63b2476bf0bf36ad6eadc,TASS,СК начал проверку после падения лифта в Махачкале,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
28201,19099f4178fcf6a1941724cd2996f3d7,TASS,В Петрозаводске День физкультурника отметили открытой зарядкой и сдачей норм ГТО,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
28501,4397ed1aaa9b9676c298bddecf1cac08,TASS,В аэропорту Домодедово сняли ограничения,review,hard_block,airport,red,True,manual_airport_hard_block
28502,3160ae88afbd003ecd72ddb144217b4a,TASS,"Зеленский: Киеву понадобится не менее года, чтобы начать производство Patriot",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
28503,e29e5420da38e20ad3d4ae06f474e9b4,TASS,В Волгоградской области объявили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
