line_no,news_id,source,title,old_decision,new_decision,new_category,new_risk_tier,changed,new_reason_codes
5907,b38bbf1907dd31f6d2a18258aa0a50e5,TASS,"В аэропортах Ижевска, Перми и Кирова ввели временные ограничения",review,hard_block,airport,red,True,manual_airport_hard_block
5908,8c2c300fd8c2e8b72ef2546e2c70e7d1,TASS,Во Владивостоке завели дело после нападения на подростка в лифте,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6101,fe470ee5fccd7eada2b4eead1b4e3098,TASS,В аэропорту Саратова ввели ограничения на прием и выпуск самолетов,review,hard_block,airport,red,True,manual_airport_hard_block
6102,9ce66add96a310b1230b82551a5a743e,TASS,"""Град"" уничтожил опорный пункт ВСУ в Запорожской области",review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
6201,fd7b0c188fb5a53b8b3e89ad51daebaa,TASS,В ДНР готовят решение о досрочном голосовании на выборах в Госдуму,allow,allow,,green,False,выбор
6202,e38ce7aa84b8e622cf277d7d51f209c8,TASS,Эксперт Верховец рассказал о задачах России в условиях климатического стресса,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6203,c4920e514dd833db6132373fcf86f4ea,TASS,В отношении Долиной закрыли исполнительные производства после оплаты штрафов ГАИ,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6206,afabd1142430dd065a358164761e2efe,TASS,Военные хирурги РФ извлекли взрывоопасный боеприпас из раненого бойца,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
6207,b4dadef216c5328a5feb09a4f34e1d23,TASS,"Группировка ""Запад"" сбила более 100 тяжелых гексакоптеров ВСУ за сутки",review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
6208,ff0087ae846d3adecb5fe24cec825ab6,TASS,Южная группировка уничтожила 28 пунктов управления БПЛА ВСУ за сутки,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
6209,e16178d8ba405f1917c7226f7ecbd434,TASS,"Бойцы группировки ""Север"" уничтожили более 400 беспилотников ВСУ за сутки",review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
6401,ee3a57a3ac8158e23f1bf43a7101531a,TASS,Аэропорты Пензы и Саранска возобновили прием и выпуск самолетов,review,hard_block,airport,red,True,manual_airport_hard_block
6402,79b13f62158bfaec04dfc5d39cb71f6a,TASS,"Врач Шипелин объяснил, почему термообработка не разрушает токсины плесени",allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6501,618066aad5fbec297ea2c40a0011ea08,TASS,"Группировка ""Север"" тараном уничтожила дроны ВСУ",review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
6502,4892518206ae99fd357214944ec93c80,TASS,"В ПФО, Сибири и на Дальнем Востоке ожидают штормовой ветер и ливни",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6503,60f755b5c94d3d89121b2c512e0c9fef,TASS,"Бойцы группировки ""Запад"" отразили атаку дронов на краснолиманском направлении",review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
6504,e56a6e21b353fc3ef8d53b7c7939b2ef,TASS,"Сооснователь ""Википедии"" назвал платформу пропагандистским инструментом ЦРУ",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6509,c4920e514dd833db6132373fcf86f4ea,TASS,Приставы закрыли исполнительные производства против Долиной,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6601,3a4e3826ab172f9641ff724c8881e1a1,TASS,Bloomberg: Киев обещал США не атаковать инфраструктуру КТК в Черном море,allow,allow,,green,True,primary:labor_economy
6602,3be803e50e1af42221856bf3bfbaa9c2,TASS,Корабельные группы ТОФ отработали задачи противороботовой защиты,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6701,5d0fb8dfcfb70bb0dc77bde2875554d3,TASS,Ми-8 МЧС России снова вылетел на поиски пропавшего в Приморье вертолета,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6801,67ed2641d50e4accd987e23137b98682,TASS,"Водолацкий объяснил, зачем западным элитам нужна русофобия",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
6802,229bd2fb20db94ffa939b31bbade236a,TASS,В лесах двух районов Якутии ожидается высокая пожароопасность,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
6904,3a4e3826ab172f9641ff724c8881e1a1,TASS,Bloomberg: Украина обещала США не атаковать инфраструктуру КТК в Черном море,allow,allow,,green,True,primary:labor_economy
7101,05164649e3ef5a3afd256c1b9f0187b8,TASS,Аэропорт Уфы вновь принимает и отправляет самолеты,review,hard_block,airport,red,True,manual_airport_hard_block
7102,fa1424df245c994334d41c8eda5e67ea,TASS,"Мирошник: Запад готов заплатить миллионы за сфабрикованные данные о ""похищенных РФ"" детях",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7201,8bc724bdac1fe040a43c023cc9c2e385,TASS,"На петербургском ""Пикнике Афиши"" выступят FEDUK, Slava Marlow и ЛСП",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7202,866b2a20ec363b219e33ee581b32fb77,TASS,Разыскиваемый Европолом испанец планирует получить постоянную визу в России,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7203,49725166cfc159901cb9cb0564fbf7b6,TASS,Громов: Спартакиада народов РФ позволит выявить лучших для сборной страны,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7204,9369ba1ca3f81f297907f187cb5ed4c2,TASS,"Разработка ""Калашникова"" упростит контроль за временем нахождения жгута на ране",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7301,d4e32c669524f53b6109311693989f3b,TASS,"Биолог Глазков предположил, как кошки находят дорогу домой",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7302,b19b8b14b90bc5438fe17d368611352f,TASS,"Биолог Глазков напомнил, почему кошек нельзя оставлять надолго в одиночестве",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7401,08c0b9ec20eb7e0d86696b8e40c9e3de,TASS,В Японии около 56 тыс. домохозяйств остались без электроэнергии из-за тайфуна,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7402,b92a823dccb2c529c89a1e1ea63a9441,TASS,"Биолог Глазков объяснил, зачем кошки едят птенцов",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7403,af22adab6b303512b1d1d5b66425cf95,TASS,Биолог Глазков назвал главных врагов домашних кошек на Северо-Западе России,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7404,ea86dbdab2a6a4562c194f0b3843b1dc,TASS,"ТАСС выяснил, как за 10 лет выросла средняя пенсия госслужащих",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7405,e5bded39f3e3a2427a8cf595db4607f1,TASS,Сигнал опасного неба отменили в Удмуртии,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7406,e13e66e9b3c706e025f4b40645d203e1,TASS,Временные ограничения сняли в аэропорту Оренбурга,review,hard_block,airport,red,True,manual_airport_hard_block
7414,fa1424df245c994334d41c8eda5e67ea,TASS,"Мирошник: Запад готов платить миллионы за ложные данные о ""похищенных РФ"" детях",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7501,515b9a51b32209f6ae3f194afc2d9a5a,TASS,Названы регионы-лидеры по росту бронирований квартир и апартаментов,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7502,3f4f594b1c9b282d8f9e13e3f08b578f,TASS,"Эксперт Моисеев рассказал, как получить перерасчет по ЖКХ за время отсутствия",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7503,aae84c5fbdf2bf26dbebbc4a72fd21f5,TASS,"Временные ограничения сняли в аэропортах Ижевска, Кирова и Перми",review,hard_block,airport,red,True,manual_airport_hard_block
7601,14c573ec2698178015e167afa6c3e629,TASS,В пяти районах Ростовской области сбили более 30 БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
7602,60c1cc7ad89d69d52266cc18f94f64e2,TASS,В ГД рассказали об основных правилах оборота цифровой валюты с 1 сентября,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7701,e3533b084c375afa4d47900fce5b1a7c,TASS,ТАСС: в Сумской области зафиксирована вспышка лихорадки Западного Нила,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7702,1b8b32ca05547531e9824168e1ea29a1,TASS,Аэропорты пяти городов России возобновили прием и выпуск рейсов,review,hard_block,airport,red,True,manual_airport_hard_block
7703,04c468e4184610fd7e177fffc9bb94e2,TASS,"Алаудинов считает Драпатого ""страшнейшим националистом и русофобом""",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7704,9cf1dfdab01e7d52ba73b13fd0c2b7b0,TASS,РФ планирует поставлять лекарственные травы для китайской традиционной медицины,allow,allow,,green,False,primary:social
7714,e5bded39f3e3a2427a8cf595db4607f1,TASS,В Удмуртии отменили сигнал опасного неба,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7801,de2159160550105f46103acd84047ef7,TASS,Председатель Госсовета Крыма: ВСУ не способны сломить волю жителей полуострова,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
7802,a29cc1525a0269e00d8e04afd9fd6224,TASS,В Самарской области одно из промпредприятий подверглось атаке украинских БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
7901,132cf7f800fc5c7b6fe259c8c5a94b82,TASS,"Эксперт Патаман заявил, что Украина готова на рабство у Запада",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7902,d9cefb949900be2ed77fff8f83146c7c,TASS,ТАСС: под Харьковом уничтожены мотивированные националисты-инструкторы ВСУ,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
7903,1dc8079d3d65f10bad8fc32b65a3bbc4,TASS,"ТАСС: под Харьков перебросили 10-ю горно-штурмовую бригаду ""Эдельвейс""",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7910,14c573ec2698178015e167afa6c3e629,TASS,В Ростовской области сбили более 30 БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
7912,515b9a51b32209f6ae3f194afc2d9a5a,TASS,Названы регионы с самым высоким ростом аренды квартир в России,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
7914,aae84c5fbdf2bf26dbebbc4a72fd21f5,TASS,"В аэропортах Ижевска, Кирова и Перми сняли временные ограничения",review,hard_block,airport,red,True,manual_airport_hard_block
8001,7aa30fbaf0ae3a36e8baea37a8294316,TASS,Турышев: сборная Югры по лыжным гонкам даже без Устюгова будет бороться за Топ-3,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8002,bd9968b35fa4b2682bbd154a3a51af81,TASS,Командир Маяк рассказал о сбросе листовок над позициями ВСУ под Сумами,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8003,81efa9d3be90c92f36a49fcf76642bdb,TASS,"В ГД рассказали, в каких случаях необходим межевой план земельного участка",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8019,b92a823dccb2c529c89a1e1ea63a9441,TASS,"Биолог Глазков объяснил, почему дачи становятся ""мертвой зоной"" для птиц",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8101,29287fdbf5d12a50b378d5550a8fe8d0,TASS,В WADA не стали комментировать получение нейтрального статуса Валиевой,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8102,ecc407e2bdabc60522a7fa4a24d1cffd,TASS,В ГД предложили изменить финансирование питания детей из многодетных семей,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8206,132cf7f800fc5c7b6fe259c8c5a94b82,TASS,Эксперт Патаман заявил о готовности Украины стать рабом Запада,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8301,145d0afe5f37b710b2a83cd43d79fc79,TASS,"В ""Дронакс"" рассказали о плюсах БПЛА ""Черный коршун""",review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8302,b396eddfd76aa4a5abc4681fb485dba5,TASS,Хуснуллин призвал навести порядок в организации работы мигрантов на стройках,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8303,c4e7b2c5a64fe0cbe15f9a4eb3e6d775,TASS,Два литра воды и 10 тыс. шагов: какие правила ЗОЖ оказались вымыслом,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8304,4120b3502a6c3d534c950a486c573d7a,TASS,Силами ПВО сбили три летевших на Москву БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8305,a8f1c73e810de013d1ad6b78c1293bdc,TASS,Мамиашвили назвал решение хорватских властей скрытой формой бойкота РФ,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8308,7aa30fbaf0ae3a36e8baea37a8294316,TASS,Турышев: сборная Югры даже без лыжника Устюгова будет бороться за топ-3,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8327,af22adab6b303512b1d1d5b66425cf95,TASS,Биолог Глазков назвал главных врагов домашних кошек,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8330,e13e66e9b3c706e025f4b40645d203e1,TASS,В аэропорту Оренбурга сняли временные ограничения,review,hard_block,airport,red,True,manual_airport_hard_block
8401,947866e89865ee6195d717afd83911ff,TASS,В аэрокосмическом фестивале под Владимиром приняли участие порядка 300 человек,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8402,9711a09c4a53a83d145dae1e111f6949,TASS,"В МВД рассказали, как защитить аккаунты от взлома",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8403,2d2e000b07bef14e9c45d9ab71a2fe26,TASS,"В группировке ""Север"" сообщили об уничтожении 120 дронов ""Баба-яга"" ВСУ за месяц",hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8501,08be714e88ab013b4c6f5600c2e7df11,TASS,На Кубани на Ильинском НПЗ произошло возгорание из-за падения обломков БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8502,98c21175c76c0b044bd0becb55b6d3f2,TASS,Эксперт Сорокин: власти Молдавии двуличны в отношении диаспор в России и ЕС,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8503,d97f9e579881dcd5d8322e2f46327ff2,TASS,Врач Боряк рассказал о первой смерти ребенка из-за ВСУ,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8601,fb775505972119bf7fcbd5f25a3c378f,TASS,"В hh.ru рассказали, какую подработку чаще всего ищут жители Сибири",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8602,ede71bc5f73b0dcfc350241be55c0b6a,TASS,Психиатр Сахаров обозначил группу риска лудомании,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8612,4120b3502a6c3d534c950a486c573d7a,TASS,Силы ПВО сбили три летевших на Москву БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8701,947f9e80eea6d879e8a57e749cca1969,TASS,В Приамурье при наезде на мопеде на столб линии электропередачи погиб подросток,review,review,,yellow,False,unknown_topic
8702,34c2116f046b65fac911d1229426f51b,TASS,В ОП назвали требования к ручкам по новому ГОСТу,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8703,b5e90b2648318ef2a1b1c9edb1b63f4c,TASS,Над регионами России за ночь сбили 397 украинских БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8704,297442cb97c0bc8a9daa4516a812381f,TASS,Эксперт Кузина рассказала о нужных питомцу витаминах и кислотах перед осенью,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8801,98387cb352c4d56abf3dfec88d691c5e,TASS,В аэропорту Геленджика ввели временные ограничения,review,hard_block,airport,red,True,manual_airport_hard_block
8802,fe7b544d25f7bce9ea980d90bdee9666,TASS,Сборная России по прыжкам в воду вернулась с ЧЕ,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8809,08be714e88ab013b4c6f5600c2e7df11,TASS,На Кубани после падения обломков БПЛА пострадали пять человек,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8901,f18991b6bcf9278e8a506e93f86de64f,TASS,Голикова поздравила волонтеров-медиков с юбилеем,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
8902,63e88b5460dabd1cd8e45c8f4e795496,TASS,В Липецкой области из-за падения БПЛА пострадали два человека,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
8903,736c26481fa7f66be25a964d06921e64,TASS,"В ""Авито"" выяснили, сколько россияне готовы потратить на покупку мотоцикла",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9001,85681dc9b66a85e14f1a6838615aa5da,TASS,Миронов призвал установить питьевые фонтанчики в аэропортах и на вокзалах,review,hard_block,airport,red,True,manual_airport_hard_block
9002,14ebcf049645cc8410d29863f26f9e89,TASS,Над Воронежской областью ночью уничтожили 13 БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9003,aed743dcab1818afcdfc8c8a0647e80f,TASS,Командир Калибр сообщил о срыве ВС РФ попытки ВСУ форсировать Днепр,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9004,d40d0ad00926b789cfad1845ff76681a,TASS,"Эксперт Патаман объяснил, что может вернуть украинцев в реальность",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9005,d640888931324e8d319a04167aacb0f1,TASS,Командир Лис сообщил об уничтожении пяти роботизированных платформ ВСУ за неделю,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9006,1a2145d088d6201ef8488cd2ea7c463c,TASS,Командир Хантер: ВС РФ уничтожили замаскированный опорный пункт ВСУ в под Сумами,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9012,947f9e80eea6d879e8a57e749cca1969,TASS,В Приамурье при наезде на столб линии электропередачи погиб подросток,review,review,,yellow,False,unknown_topic
9015,297442cb97c0bc8a9daa4516a812381f,TASS,Ветеринар Кузина назвала нужные питомцу витамины перед осенью,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9101,a7b0b40b77c016c50a507f152cbfe6cf,TASS,Фетисов: Овечкину нужно предложить пригласить на свой турнир команду из США,review,hard_block,SPORT_BLOCKED,red,True,sport_blocked
9119,08be714e88ab013b4c6f5600c2e7df11,TASS,На Кубани после падения обломков БПЛА на НПЗ пострадали пять человек,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9301,8b620beb90c6e18891a457b6ef9068dd,TASS,"ВС РФ поразили два сухогруза, доставлявших вооружение в порты Украины",hard_block,hard_block,WAR_OPERATIONAL,red,False,"combat:вс рф,military_phrase:вс рф,вс рф"
9302,1ece675307bafd186b76d2973cacc2a7,TASS,"ВС РФ поразили в Киеве склад ГСМ ""Грандтерминала""",hard_block,hard_block,WAR_OPERATIONAL,red,False,"combat:вс рф,military_phrase:вс рф,вс рф"
9303,7da42cb956b338258029fa08feacbb56,TASS,"В Киеве поражено предприятие, производящее комплектующие для ракет FP-5 ""Фламинго""",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9304,a00909c5f8989133bfe11d18838dd164,TASS,ВС РФ ночью ударили по предприятию военной промышленности и складу ГСМ в Киеве,hard_block,hard_block,WAR_OPERATIONAL,red,False,"combat:вс рф,combat_co:ударили+военной,вс рф,context:military_rf_forces"
9401,44594d3e372180ca131b36548ea1fe72,TASS,В Чувашии отменили ракетную опасность,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9402,6224cbf98d6c916c8709ae620f3fbb5d,TASS,"ВС РФ уничтожили перевозившую солдат ВСУ бронемашину ""Козак"" под Сумами",hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9403,5dce007f684df2812bc49d9baa258407,TASS,Жители шести районов Екатеринбурга остались без холодной воды,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9404,3214acc51141074ec79f6b7eb65e32c0,TASS,В Якутии действуют 70 лесных пожаров на площади свыше 735 тыс. га,review,hard_block,fire,red,True,manual_fire_hard_block
9436,4120b3502a6c3d534c950a486c573d7a,TASS,Силы ПВО сбили девять летевших на Москву БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9501,6ffddbac3ad2fa8cf550bfbc630fd2f5,TASS,"""Читай-город"": россияне стали чаще покупать книги о здоровом питании и десертах",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9502,1d308867d2b84c7095c9010a031de399,TASS,Эксперт Хакбердиева: в Московском регионе не ожидается массовых закрытий ТЦ,review,review,,yellow,False,unknown_topic
9503,1553cff0b0c28c1e5fb83e7c596f3568,TASS,"Дегтярев: День физкультурника - праздник тех, кто разделяет ценности ЗОЖ",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9504,922aa166b2b7c5c69f7dda27b35d010b,TASS,Экс-глава MI6 ежегодно посещал Японию для консультаций по проблемам разведки,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9505,23d5f38982e0ef39621b13b36c4c5635,TASS,Боец Давид: на подлете к Мелитополю сбили украинский дрон-разведчик Shark,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9510,8b620beb90c6e18891a457b6ef9068dd,TASS,ВС РФ поразили два сухогруза с военным имуществом в районе Одессы,hard_block,hard_block,WAR_OPERATIONAL,red,False,"combat:вс рф,combat_co:поразили+военным,вс рф,context:military_rf_forces"
9511,1ece675307bafd186b76d2973cacc2a7,TASS,"ВС РФ поразили в Киеве обеспечивавший ВСУ склад ГСМ ""Грандтерминала""",hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9512,7da42cb956b338258029fa08feacbb56,TASS,"ВС РФ поразили предприятие Fire Point, производящее комплектующие для ""Фламинго""",hard_block,hard_block,WAR_OPERATIONAL,red,False,"combat:вс рф,military_phrase:вс рф,вс рф"
9513,a00909c5f8989133bfe11d18838dd164,TASS,ВС РФ ударили по предприятию военной промышленности и складу ГСМ в Киеве,hard_block,hard_block,WAR_OPERATIONAL,red,False,"combat:вс рф,combat_co:ударили+военной,вс рф,context:military_rf_forces"
9520,1a2145d088d6201ef8488cd2ea7c463c,TASS,Командир Хантер: ВС РФ уничтожили замаскированный опорный пункт ВСУ под Сумами,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9601,466a43f061d3d937df87514c92a95a73,TASS,"В Минтрансе рассказали, как вернуть деньги за проезд",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9602,13ae3d7fbf149b92ffa4ae9c1062be10,TASS,"Глава ""Калашникова"" назвал ключевой фактор безопасности стран ОДКБ",review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9603,e57bf85e6c848199b4761d0a81957fd8,TASS,Аэропорт Краснодара возобновил работу,review,hard_block,airport,red,True,manual_airport_hard_block
9701,06cef25262d089d30ccf73b1fe0541b1,TASS,Испанский IT-специалист раскрыл 400 шпионов НАТО и СБУ,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9702,2950f54709ef6ef4e87849c7f36e1005,TASS,В Свердловской области паводковая вода за сутки ушла с 79 приусадебных участков,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9703,c7bba2229a4057add833e536f45c499e,TASS,В Татарстане отменили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9704,59e8745fd22b0b0e93b83c9f66f06c18,TASS,В Чувашии отменили опасность атаки БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9705,6a9f2d4793e714e5d48fb5bbb9b51124,TASS,"Эксперт Чжоу объяснил, чем эффективно сотрудничество КНР, России и Белоруссии",allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9706,df9b6d50c3a6995f72f0f8ccbe6f13b2,TASS,Эксперт Лумумба: РФ пользуется кредитом доверия в Африке благодаря роли СССР,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9801,2907a05aaab519a0cfdc3928fa7cdc5a,TASS,В Иркутской области в ДТП погиб ребенок,skip,allow,,green,True,"out_of_scope:crime,green_forced_to_allow"
9802,c6e96950726d80a7f903cc7bf6209beb,TASS,Аксаков не исключил появление пластиковых банкнот в России,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9803,48b6efb77dd3b811bb3ba0f6c71642b4,TASS,Экс-лидер Южной Осетии заявил о конце однополярного мира после войны 2008 года,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9804,deddcafb798f0cda7d8c71b122c7062d,TASS,В нескольких районах и городах Кубани отменили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9901,b4830dd0cc17336a7156eca4f213b872,TASS,В Рязанской области объявили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9902,7953484bf7b83eff1fd734fd2fbc91b1,TASS,"Эксперты Level Group выяснили, кто больше всех склонен к дружбе на работе",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9903,8e8da8ae5c5461fd06f45ac44137485e,TASS,В нескольких районах Севастополя сбили 12 БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
9904,585fd23a4b12e0f71e3c8c23f7f9a0a9,TASS,РУСАДА за 7 месяцев выдало 93 разрешения на применение запрещенных лекарств,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9905,9b071f337dc0983a1d0ab80d021e0e9b,TASS,Сенатор Шейкин: экстрасенсы обманывают людей по видеосвязи,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
9906,1f6df2b80547784115c8b41e65cf9835,TASS,Россияне назвали главные стереотипы о своей нации за рубежом,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
